video,focal_subject,behavior,type,start_time,end_time,duration,notes
Pair 20- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,306.81,306.81,NA,
Pair 12- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,306.826,306.826,NA,
Pair 11- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,306.84,306.84,NA,
Pair 21- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,306.843,306.843,NA,
Pair 7- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,306.943,306.943,NA,
Pair 3- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,306.974,306.974,NA,
Pair 21- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,306.991,306.991,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,306.994,306.994,NA,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.01,307.01,NA,
Pair 15- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.024,307.024,NA,
Pair 12- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,307.061,307.061,NA,
Pair 23- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,307.078,307.078,NA,
Pair 6- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,307.108,307.108,NA,
Pair 7- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.161,307.161,NA,
Pair 21- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,307.175,307.175,NA,
Pair 5- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.177,307.177,NA,
Pair 5- 24 Hrs (ED),No focal subject,Contact time,STATE,307.227,310.477,3.25,
Pair 2- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.256,307.256,NA,
Pair 8- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.257,307.257,NA,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,307.261,307.261,NA,
Pair 15- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,307.277,307.277,NA,
Pair 21- 48 Hrs (ED),No focal subject,Contact time,STATE,307.373,313.873,6.5,
Pair 11- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.377,307.377,NA,
Pair 6- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.39,307.39,NA,
Pair 2- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,307.41,307.41,NA,
Pair 3- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.472,307.472,NA,
Pair 21- 1 week (ED),No focal subject,Contact time,STATE,307.489,310.739,3.25,
Pair 9- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.541,307.541,NA,
Pair 2- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,307.559,307.559,NA,
Pair 17- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.561,307.561,NA,
Pair 13- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.574,307.574,NA,
Pair 4- 48 Hrs (ED),No focal subject,Contact time,STATE,307.577,308.827,1.25,
Pair 6- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,307.609,307.609,NA,
Pair 5- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,307.626,307.626,NA,
Pair 15- 24 Hrs (ED),No focal subject,Contact time,STATE,307.643,308.893,1.25,
Pair 15- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.644,307.644,NA,
Pair 3- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.645,307.645,NA,
Pair 5- 48 Hrs (ED),No focal subject,Contact time,STATE,307.677,311.676,3.999,
Pair 7- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.677,307.677,NA,
Pair 24- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,307.709,307.709,NA,
Pair 19- 24 Hrs (ED),No focal subject,Contact time,STATE,307.739,308.239,0.5,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.744,307.744,NA,
Pair 1- 48 Hrs (ED) (2),No focal subject,Stereotypic Behaviors,POINT,307.759,307.759,NA,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.761,307.761,NA,
Pair 16- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.857,307.857,NA,
Pair 3- 24 Hrs (ED),No focal subject,Contact time,STATE,307.907,309.657,1.75,
Pair 14- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.91,307.91,NA,
Pair 6- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.927,307.927,NA,
Pair 17- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,307.958,307.958,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.959,307.959,NA,
Pair 20- 24 Hrs (ED),No focal subject,Contact time,STATE,307.961,308.96,0.999,
Pair 11- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,307.977,307.977,NA,
Pair 7- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,307.977,307.977,NA,
Pair 2- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.006,308.006,NA,
Pair 8- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.007,308.007,NA,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.008,308.008,NA,
Pair 1- 48 Hrs (ED) (2),No focal subject,Stereotypic Behaviors,POINT,308.01,308.01,NA,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.012,308.012,NA,
Pair 16- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.04,308.04,NA,
Pair 16- 1 week (ED) (2),No focal subject,Stereotypic Behaviors,POINT,308.14,308.14,NA,
Pair 7- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.161,308.161,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.209,308.209,NA,
Pair 14- 24 Hrs (ED),No focal subject,Contact time,STATE,308.242,309.742,1.5,
Pair 19- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.274,308.274,NA,
Pair 15- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.276,308.276,NA,
Pair 3- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.289,308.289,NA,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,308.34,308.34,NA,
Pair 6- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.392,308.392,NA,
Pair 23- Intro (ED),No focal subject,Nose-to- Anogenital Investigation,STATE,308.398,310.393,1.995,
Pair 23- Intro (ED),No focal subject,Contact time,STATE,308.408,310.658,2.25,
Pair 2- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.423,308.423,NA,
Pair 21- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.427,308.427,NA,
Pair 13- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.444,308.444,NA,
Pair 18- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.526,308.526,NA,
Pair 22- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.53,308.53,NA,
Pair 20- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.561,308.561,NA,
Pair 6- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.607,308.607,NA,
Pair 9- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.627,308.627,NA,
Pair 22- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.64,308.64,NA,
Pair 14- 1 week (ED),No focal subject,Contact time,STATE,308.694,309.944,1.25,
Pair 14- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.694,308.694,NA,
Pair 24- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.728,308.728,NA,
Pair 4- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.742,308.742,NA,
Pair 2- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.758,308.758,NA,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.76,308.76,NA,
Pair 18- 1 week (ED),No focal subject,Contact time,STATE,308.777,310.522,1.745,
Pair 9- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.791,308.791,NA,
Pair 14- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,308.84,308.84,NA,
Pair 5- 48 Hrs (ED),Male,Autogrooming,STATE,308.844,318.424,9.58,
Pair 13- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.877,308.877,NA,
Pair 9- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,308.877,308.877,NA,
Pair 20- Intro (ED),No focal subject,Contact time,STATE,308.909,309.659,0.75,
Pair 7- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.93,308.93,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,308.994,308.994,NA,
Pair 16- Intro (ED),No focal subject,Contact time,STATE,309,315.539,6.539,
Pair 21- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.007,309.007,NA,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.008,309.008,NA,
Pair 1- 48 Hrs (ED) (2),No focal subject,Stereotypic Behaviors,POINT,309.011,309.011,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.027,309.027,NA,
Pair 24- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.041,309.041,NA,burrowing behavior
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.063,309.063,NA,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,309.09,309.09,NA,
Pair 4- 24 Hrs (ED),No focal subject,Contact time,STATE,309.157,311.407,2.25,
Pair 14- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.16,309.16,NA,
Pair 2- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.173,309.173,NA,
Pair 5- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,309.24,309.24,NA,
Pair 9- 48 Hrs (ED),No focal subject,Contact time,STATE,309.241,312.743,3.502,
Pair 1- 48 Hrs (ED) (2),No focal subject,Stereotypic Behaviors,POINT,309.257,309.257,NA,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.259,309.259,NA,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.259,309.259,NA,
Pair 19- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.276,309.276,NA,
Pair 24- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.292,309.292,NA,
Pair 12- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.327,309.327,NA,
Pair 10- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.367,309.367,NA,
Pair 11- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.477,309.477,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.491,309.491,NA,
Pair 18- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.524,309.524,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.527,309.527,NA,
Pair 19- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.528,309.528,NA,
Pair 2- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,309.56,309.56,NA,
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.564,309.564,NA,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,309.589,309.589,NA,
Pair 17- Intro (ED),Female,Autogrooming,STATE,309.608,311.608,2,
Pair 16- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.611,309.611,NA,
Pair 13- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.625,309.625,NA,
Pair 24- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,309.639,309.639,NA,
Pair 22- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,309.66,309.66,NA,
Pair 21- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.674,309.674,NA,
Pair 2- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.684,309.684,NA,
Pair 7- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.691,309.691,NA,
Pair 2- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.694,309.694,NA,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,309.708,309.708,NA,
Pair 24- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.727,309.727,NA,
Pair 7- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,309.729,309.729,NA,
Pair 1- 48 Hrs (ED) (2),No focal subject,Stereotypic Behaviors,POINT,309.758,309.758,NA,
Pair 2- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.758,309.758,NA,
Pair 8- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.759,309.759,NA,
Pair 10- Intro (ED),No focal subject,Contact time,STATE,309.773,325.273,15.5,
Pair 16- Intro (ED),No focal subject,Nose-to- Anogenital Investigation,STATE,309.79,312.539,2.749,
Pair 3- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.792,309.792,NA,
Pair 12- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.823,309.823,NA,
Pair 1- 1 week (ED),No focal subject,Contact time,STATE,309.833,310.217,0.384,
Pair 23- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.86,309.86,NA,
Pair 14- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.91,309.91,NA,
Pair 7- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,309.911,309.911,NA,
Pair 10- 24 Hrs (ED),No focal subject,Contact time,STATE,309.917,312.1,2.183,
Pair 21- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,309.992,309.992,NA,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.007,310.007,NA,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.008,310.008,NA,
Pair 22- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.024,310.024,NA,
Pair 1- 1 week (ED),No focal subject,Nose-to- Anogenital Investigation,STATE,310.033,310.15,0.117,
Pair 3- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.041,310.041,NA,
Pair 18- 1 week (ED),Male,Autogrooming,STATE,310.042,331.577,21.535,
Pair 23- 1 week (ED),No focal subject,Contact time,STATE,310.075,316.575,6.5,
Pair 14- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,310.091,310.091,NA,
Pair 6- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,310.106,310.106,NA,
Pair 9- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.127,310.127,NA,
Pair 15- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.143,310.143,NA,
Pair 6- 48 Hrs (ED),No focal subject,Contact time,STATE,310.155,313.405,3.25,
Pair 3- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.157,310.157,NA,
Pair 21- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.176,310.176,NA,
Pair 6- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.179,310.179,NA,
Pair 13- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.191,310.191,NA,
Pair 17- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,310.21,310.21,NA,
Pair 17- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.225,310.225,NA,
Pair 5- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.227,310.227,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.239,310.239,NA,
Pair 14- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.242,310.242,NA,
Pair 13- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,310.259,310.259,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.272,310.272,NA,
Pair 19- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.276,310.276,NA,
Pair 2- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,310.31,310.31,NA,
Pair 18- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.326,310.326,NA,
Pair 10- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.328,310.328,NA,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,310.339,310.339,NA,
Pair 2- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.389,310.389,NA,
Pair 22- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.391,310.391,NA,
Pair 24- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,310.391,310.391,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.493,310.493,NA,
Pair 2- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.508,310.508,NA,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.512,310.512,NA,
Pair 9- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.54,310.54,NA,
Pair 24- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.542,310.542,NA,
Pair 12- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.574,310.574,NA,
Pair 16- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.591,310.591,NA,
Pair 23- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.606,310.606,NA,
Pair 16- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.61,310.61,NA,
Pair 10- Intro (ED),No focal subject,Nose to Nose Investigation,STATE,310.623,321.873,11.25,
Pair 13- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.628,310.628,NA,
Pair 3- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.655,310.655,NA,
Pair 3- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.707,310.707,NA,
Pair 1- 48 Hrs (ED) (2),No focal subject,Stereotypic Behaviors,POINT,310.759,310.759,NA,
Pair 8- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.759,310.759,NA,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.761,310.761,NA,
Pair 3- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.789,310.789,NA,
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,310.814,310.814,NA,
Pair 13- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.823,310.823,NA,
Pair 15- Intro ( ED),No focal subject,Stereotypic Behaviors,POINT,310.825,310.825,NA,
Pair 16- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.841,310.841,NA,
Pair 11- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.873,310.873,NA,
Pair 23- 1 week (ED),No focal subject,Nose-to- Anogenital Investigation,STATE,310.905,311.905,1,
Pair 7- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.91,310.91,NA,
Pair 8- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.911,310.911,NA,
Pair 2- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.923,310.923,NA,
Pair 5- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.926,310.926,NA,
Pair 20- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,310.96,310.96,NA,
Pair 21- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,310.992,310.992,NA,
Pair 21- 24 Hrs (ED),Female,Autogrooming,STATE,311.024,313.772,2.748,
Pair 19- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.028,311.028,NA,
Pair 18- Intro (ED),No focal subject,Nose to Nose Investigation,STATE,311.039,312.289,1.25,
Pair 18- Intro (ED),No focal subject,Contact time,STATE,311.039,312.289,1.25,
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,311.065,311.065,NA,
Pair 18- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.075,311.075,NA,
Pair 8- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,311.09,311.09,NA,
Pair 13- Intro (ED),No focal subject,Contact time,STATE,311.109,313.105,1.996,
Pair 5- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,311.128,311.128,NA,
Pair 2- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,311.14,311.14,NA,
Pair 22- 1 week (ED),No focal subject,Contact time,STATE,311.141,312.641,1.5,
Pair 1- 1 week (ED),No focal subject,Contact time,STATE,311.15,312.317,1.167,
Pair 14- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.16,311.16,NA,
Pair 21- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,311.173,311.173,NA,
Pair 14- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,311.19,311.19,NA,
Pair 7- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,311.194,311.194,NA,
Pair 7- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,311.226,311.226,NA,
Pair 9- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.243,311.243,NA,
Pair 8- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,311.26,311.26,NA,
Pair 1- 48 Hrs (ED) (2),No focal subject,Stereotypic Behaviors,POINT,311.261,311.261,NA,
Pair 22- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.272,311.272,NA,
Pair 1- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.275,311.275,NA,
Pair 24- 1 week (ED),No focal subject,Stereotypic Behaviors,POINT,311.315,311.315,NA,
Pair 12- 48 Hrs (ED),No focal subject,Contact time,STATE,311.325,313.825,2.5,
Pair 23- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.361,311.361,NA,
Pair 24- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,311.39,311.39,NA,
Pair 15- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.393,311.393,NA,
Pair 2- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.423,311.423,NA,
Pair 12- Intro (ED),No focal subject,Stereotypic Behaviors,POINT,311.458,311.458,NA,
Pair 1- 1 week (ED),No focal subject,Nose-to- Anogenital Investigation,STATE,311.467,311.65,0.183,
Pair 1- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.509,311.509,NA,
Pair 8- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.509,311.509,NA,
Pair 22- 24 Hrs (ED),Female,Autogrooming,STATE,311.542,316.511,4.969,
Pair 16- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.609,311.609,NA,
Pair 13- 48 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.691,311.691,NA,
Pair 5- 24 Hrs (ED),No focal subject,Stereotypic Behaviors,POINT,311.727,311.727,NA,
